ORTHO,GPMATCH,LESSON,READING,WRITING
sonhos,(s-s.o-o.nh-N.o-u.s-s),32,1,0
ganhou,(g-g.a-a.nh-N.ou-o),32,1,0
estranho,(e-e.s-s.t-t.r-r.a-a.nh-N.o-u),32,1,0
dorminhoca,(d-d.o-o.r-r.m-m.i-i.nh-N.o-O.c-k.a-a),32,1,0
canarinho,(c-k.a-a.n-n.a-a.r-r.i-i.nh-N.o-u),32,1,0
leite,(l-l.ei-ej.t-tC.e-i),34,1,0
dia,(d-dZ.i-i.a-a),33,1,0
tio,(t-tC.i-i.o-u),34,1,0
sede,(s-s.e-E.d-dZ.e-i),33,1,0
forte,(f-f.o-O.r-r.t-tC.e-i),34,1,0
tira,(t-tC.i-i.r-r.a-a),34,1,0
dizer,(d-dZ.i-i.z-z.e-E.r-r),33,1,0
pedir,(p-p.e-e.d-dZ.i-i.r-r),33,1,0
sorvete,(s-s.o-o.r-r.v-v.e-E.t-tC.e-i),34,1,0
saudade,(s-s.au-aw.d-d.a-a.d-dZ.e-i),46,1,0
tigres,(t-tC.i-i.g-g.r-r.e-i.s-s),34,1,0
tigre,(t-tC.i-i.g-g.r-r.e-i),34,1,0
disso,(d-dZ.i-i.ss-s.o-u),33,1,0
tapete,(t-t.a-a.p-p.e-e.t-tC.e-i),34,1,0
grande,(g-g.r-r.an-ã.d-dZ.e-i),42,1,0
veste,(v-v.e-E.s-s.t-tC.e-i),34,1,0
difícil,(d-dZ.i-i.f-f.í-i.c-s.i-i.l-w),39,1,0
verdade,(v-v.e-e.r-r.d-d.a-a.d-dZ.e-i),33,1,0
triste,(t-t.r-r.i-i.s-s.t-tC.e-i),34,1,0
batida,(b-b.a-a.t-tC.i-i.d-d.a-a),34,1,0
tomate,(t-t.o-o.m-m.a-a.t-tC.e-i),34,1,0
amizade,(a-a.m-m.i-i.z-z.a-a.d-dZ.e-i),33,1,0
bate,(b-b.a-a.t-tC.e-i),34,1,0
ti,(t-tC.i-i),34,1,0
batia,(b-b.a-a.t-tC.i-i.a-a),34,1,0
tipos,(t-tC.i-i.p-p.o-u.s-s),34,1,0
sete,(s-s.e-E.t-tC.e-i),34,1,0
marte,(m-m.a-a.r-r.t-tC.e-i),34,1,0
partida,(p-p.a-a.r-r.t-tC.i-i.d-d.a-a),34,1,0
tirava,(t-tC.i-i.r-r.a-a.v-v.a-a),34,1,0
tirado,(t-tC.i-i.r-r.a-a.d-d.o-u),34,1,0
tirar,(t-tC.i-i.r-r.a-a.r-r),34,1,0
praticava,(p-p.r-r.a-a.t-tC.i-i.c-k.a-a.v-v.a-a),34,1,0
objetivos,(o-o.b-b.j-Z.e-e.t-tC.i-i.v-v.o-u.s-s),34,1,0
assistir,(a-a.ss-s.i-i.s-s.t-tC.i-i.r-r),34,1,0
praticar,(p-p.r-r.a-a.t-tC.i-i.c-k.a-a.r-r),34,1,0
derrete,(d-d.e-e.rr-h.e-E.t-tC.e-i),34,1,0
pode,(p-p.o-O.d-dZ.e-i),33,1,0
tarde,(t-t.a-a.r-r.d-dZ.e-i),33,1,0
rede,(r-h.e-e.d-dZ.e-i),33,1,0
parede,(p-p.a-a.r-r.e-e.d-dZ.e-i),33,1,0
dias,(d-dZ.i-i.a-a.s-s),33,1,0
divide,(d-dZ.i-i.v-v.i-i.d-dZ.e-i),33,1,0
disse,(d-dZ.i-i.ss-s.e-i),33,1,0
dividi,(d-dZ.i-i.v-v.i-i.d-dZ.i-i),33,1,0
pedia,(p-p.e-e.d-dZ.i-i.a-a),33,1,0
podia,(p-p.o-o.d-dZ.i-i.a-a),33,1,0
divertidas,(d-dZ.i-i.v-v.e-e.r-r.t-tC.i-i.d-d.a-a.s-s),34,1,0
crocodilo,(c-k.r-r.o-o.c-k.o-o.d-dZ.i-i.l-l.o-u),33,1,0
acreditar,(a-a.c-k.r-r.e-e.d-dZ.i-i.t-t.a-a.r-r),33,1,0
mordiscar,(m-m.o-o.r-r.d-dZ.i-i.s-s.c-k.a-a.r-r),33,1,0
divertido,(d-dZ.i-i.v-v.e-e.r-r.t-tC.i-i.d-d.o-u),34,1,0
dinheiro,(d-dZ.i-i.nh-N.ei-e.r-r.o-u),33,1,0
tinha,(t-tC.i-i.nh-N.a-a),34,1,0
ratinho,(r-h.a-a.t-tC.i-i.nh-N.o-u),34,1,0
ratinhos,(r-h.a-a.t-tC.i-i.nh-N.o-u.s-s),34,1,0
late,(l-l.a-a.t-tC.e-i),34,1,0
pede,(p-p.e-E.d-dZ.e-i),33,1,0
tina,(t-tC.i-i.n-n.a-a),34,1,0
parte,(p-p.a-a.r-r.t-tC.e-i),34,1,0
atividade,(a-a.t-tC.i-i.v-v.i-i.d-d.a-a.d-dZ.e-i),34,1,0
diz,(d-dZ.i-i.z-s),33,1,0
este,(e-E.s-s.t-tC.e-i),34,1,0
verde,(v-v.e-e.r-r.d-dZ.e-i),33,1,0
moram,(m-m.o-O.r-r.am-ãw),35,1,0
tambor,(t-t.am-ã.b-b.o-o.r-r),35,1,0
samba,(s-s.am-ã.b-b.a-a),35,1,0
campo,(c-k.am-ã.p-p.o-u),35,1,0
vampiro,(v-v.am-ã.p-p.i-i.r-r.o-u),35,1,0
lampião,(l-l.am-ã.p-p.i-i.ão-ãw),35,1,0
bambu,(b-b.am-ã.b-b.u-u),35,1,0
gambá,(g-g.am-ã.b-b.á-a),35,1,0
ficaram,(f-f.i-i.c-k.a-a.r-r.am-ãw),35,1,0
lamber,(l-l.am-ã.b-b.e-e.r-r),35,1,0
formam,(f-f.o-O.r-r.m-m.am-ãw),35,1,0
voam,(v-v.o-o.am-ãw),35,1,0
ficam,(f-f.i-i.c-k.am-ãw),35,1,0
criam,(c-k.r-r.i-i.am-ãw),35,1,0
coletam,(c-k.o-o.l-l.e-E.t-t.am-ãw),35,1,0
adoraram,(a-a.d-d.o-o.r-r.a-a.r-r.am-ãw),35,1,0
dormiram,(d-d.o-o.r-r.m-m.i-i.r-r.am-ãw),35,1,0
elaboram,(e-e.l-l.a-a.b-b.o-O.r-r.am-ãw),35,1,0
gostavam,(g-g.o-o.s-s.t-t.a-a.v-v.am-ãw),35,1,0
tampa,(t-t.am-ã.p-p.a-a),35,1,0
rampa,(r-h.am-ã.p-p.a-a),35,1,0
estampa,(e-e.s-s.t-t.am-ã.p-p.a-a),35,1,0
sonham,(s-s.o-o.nh-N.am-ãw),35,1,0
campeão,(c-k.am-ã.p-p.e-e.ão-ãw),35,1,0
acampar,(a-a.c-k.am-ã.p-p.a-a.r-r),35,1,0
eram,(e-E.r-r.am-ãw),35,1,0
ajudam,(a-a.j-Z.u-u.d-d.am-ãw),35,1,0
gostam,(g-g.o-O.s-s.t-t.am-ãw),35,1,0
bem,(b-b.em-ē),36,1,0
lembra,(l-l.em-ē.b-b.r-r.a-a),36,1,0
tem,(t-t.em-ē),36,1,0
armazém,(a-a.r-r.m-m.a-a.z-z.ém-ē),36,1,0
tempo,(t-t.em-ē.p-p.o-u),36,1,0
jovem,(j-Z.o-O.v-v.em-ē),36,1,0
neném,(n-n.e-e.n-n.ém-ē),36,1,0
também,(t-t.am-ã.b-b.ém-ē),36,1,0
vem,(v-v.em-ē),36,1,0
devem,(d-d.e-E.v-v.em-ē),36,1,0
quem,(qu-k.em-ē),36,1,0
sempre,(s-s.em-ē.p-p.r-r.e-i),36,1,0
dormem,(d-d.o-O.r-r.m-m.em-ē),36,1,0
além,(a-a.l-l.ém-ē),36,1,0
vivem,(v-v.i-i.v-v.em-ē),36,1,0
podem,(p-p.o-O.d-d.em-ē),36,1,0
embora,(em-ē.b-b.o-O.r-r.a-a),36,1,0
permitem,(p-p.e-e.r-r.m-m.i-i.t-t.em-ē),36,1,0
preferem,(p-p.r-r.e-e.f-f.e-E.r-r.em-ē),36,1,0
sem,(s-s.em-ē),36,1,0
tempestade,(t-t.em-ē.p-p.e-e.s-s.t-t.a-a.d-dZ.e-i),36,1,0
em,(em-ē),36,1,0
som,(s-s.om-õ),37,1,0
com,(c-k.om-õ),37,1,0
ombro,(om-õ.b-b.r-r.o-u),37,1,0
batom,(b-b.a-a.t-t.om-õ),37,1,0
tromba,(t-t.r-r.om-õ.b-b.a-a),37,1,0
sombra,(s-s.om-õ.b-b.r-r.a-a),37,1,0
pomba,(p-p.om-õ.b-b.a-a),37,1,0
tombo,(t-t.om-õ.b-b.o-u),37,1,0
bombom,(b-b.om-õ.b-b.om-õ),37,1,0
zombar,(z-z.om-õ.b-b.a-a.r-r),37,1,0
bomba,(b-b.om-õ.b-b.a-a),37,1,0
compra,(c-k.om-õ.p-p.r-r.a-a),37,1,0
crepom,(c-k.r-r.e-e.p-p.om-õ),37,1,0
bom,(b-b.om-õ),37,1,0
competir,(c-k.om-õ.p-p.e-e.t-tC.i-i.r-r),37,1,0
trombeta,(t-t.r-r.om-õ.b-b.e-e.t-t.a-a),37,1,0
comprou,(c-k.om-õ.p-p.r-r.ou-o),37,1,0
comprar,(c-k.om-õ.p-p.r-r.a-a.r-r),37,1,0
compota,(c-k.om-õ.p-p.o-O.t-t.a-a),37,1,0
comprei,(c-k.om-õ.p-p.r-r.ei-ej),37,1,0
fim,(f-f.im-ī),38,1,0
sim,(s-s.im-ī),38,1,0
assim,(a-a.ss-s.im-ī),38,1,0
ruim,(r-h.u-u.im-ī),38,1,0
limpa,(l-l.im-ī.p-p.a-a),38,1,0
limpo,(l-l.im-ī.p-p.o-u),38,1,0
limpeza,(l-l.im-ī.p-p.e-e.z-z.a-a),38,1,0
jardim,(j-Z.a-a.r-r.d-d.im-ī),38,1,0
limpar,(l-l.im-ī.p-p.a-a.r-r),38,1,0
simples,(s-s.im-ī.p-p.l-l.e-i.s-s),38,1,0
imprevisto,(im-ī.p-p.r-r.e-e.v-v.i-i.s-s.t-t.o-u),38,1,0
imperfeito,(im-ī.p-p.e-e.r-r.f-f.ei-ej.t-t.o-u),38,1,0
impedir,(im-ī.p-p.e-e.d-dZ.i-i.r-r),38,1,0
mim,(m-m.im-ī),38,1,0
impulso,(im-ī.p-p.u-u.l-w.s-s.o-u),38,1,0
imposto,(im-ī.p-p.o-o.s-s.t-t.o-u),38,1,0
simpatia,(s-s.im-ī.p-p.a-a.t-tC.i-i.a-a),38,1,0
simpático,(s-s.im-ī.p-p.á-a.t-tC.i-i.c-k.o-u),38,1,0
patim,(p-p.a-a.t-t.im-ī),38,1,0
simpática,(s-s.im-ī.p-p.á-a.t-tC.i-i.c-k.a-a),38,1,0
ofereceu,(o-o.f-f.e-e.r-r.e-e.c-s.eu-ew),39,1,0
coceira,(c-k.o-o.c-s.ei-e.r-r.a-a),39,1,0
alface,(a-a.l-w.f-f.a-a.c-s.e-i),39,1,0
céu,(c-s.é-E.u-w),39,1,0
cego,(c-s.e-E.g-g.o-u),39,1,0
cena,(c-s.e-e.n-n.a-a),39,1,0
circo,(c-s.i-i.r-r.c-k.o-u),39,1,0
aquece,(a-a.qu-k.e-E.c-s.e-i),39,1,0
cinema,(c-s.i-i.n-n.e-e.m-m.a-a),39,1,0
cidade,(c-s.i-i.d-d.a-a.d-dZ.e-i),39,1,0
oficina,(o-o.f-f.i-i.c-s.i-i.n-n.a-a),39,1,0
doces,(d-d.o-o.c-s.e-i.s-s),39,1,0
receita,(r-h.e-e.c-s.ei-ej.t-t.a-a),39,1,0
cega,(c-s.e-E.g-g.a-a),39,1,0
cebola,(c-s.e-e.b-b.o-o.l-l.a-a),39,1,0
cereja,(c-s.e-e.r-r.e-e.j-Z.a-a),39,1,0
torcida,(t-t.o-o.r-r.c-s.i-i.d-d.a-a),39,1,0
bocejar,(b-b.o-o.c-s.e-e.j-Z.a-a.r-r),39,1,0
aquecer,(a-a.qu-k.e-e.c-s.e-e.r-r),39,1,0
certa,(c-s.e-E.r-r.t-t.a-a),39,1,0
cenoura,(c-s.e-e.n-n.ou-o.r-r.a-a),39,1,0
aceita,(a-a.c-s.ei-ej.t-t.a-a),39,1,0
certo,(c-s.e-E.r-r.t-t.o-u),39,1,0
felicidade,(f-f.e-e.l-l.i-i.c-s.i-i.d-d.a-a.d-dZ.e-i),39,1,0
bicicleta,(b-b.i-i.c-s.i-i.c-k.l-l.e-E.t-t.a-a),39,1,0
capacete,(c-k.a-a.p-p.a-a.c-s.e-e.t-tC.e-i),39,1,0
ciclista,(c-s.i-i.c-k.l-l.i-i.s-s.t-t.a-a),39,1,0
macieira,(m-m.a-a.c-s.i-i.ei-e.r-r.a-a),39,1,0
especial,(e-e.s-s.p-p.e-e.c-s.i-i.a-a.l-w),39,1,0
espacial,(e-e.s-s.p-p.a-a.c-s.i-i.a-a.l-w),39,1,0
cócegas,(c-k.ó-O.c-s.e-i.g-g.a-a.s-s),39,1,0
focinho,(f-f.o-o.c-s.i-i.nh-N.o-u),39,1,0
docinho,(d-d.o-o.c-s.i-i.nh-N.o-u),39,1,0
conhecer,(c-k.o-o.nh-N.e-e.c-s.e-e.r-r),39,1,0
cebolinha,(c-s.e-e.b-b.o-o.l-l.i-i.nh-N.a-a),39,1,0
conheceu,(c-k.o-o.nh-N.e-e.c-s.eu-ew),39,1,0
morcego,(m-m.o-o.r-r.c-s.e-e.g-g.o-u),39,1,0
cerejas,(c-s.e-e.r-r.e-e.j-Z.a-a.s-s),39,1,0
fácil,(f-f.á-a.c-s.i-i.l-w),39,1,0
esqueceu,(e-e.s-s.qu-k.e-e.c-s.eu-ew),39,1,0
girafa,(g-Z.i-i.r-r.a-a.f-f.a-a),40,1,0
gibi,(g-Z.i-i.b-b.i-i),40,1,0
gema,(g-Z.e-e.m-m.a-a),40,1,0
regina,(r-h.e-e.g-Z.i-i.n-n.a-a),40,1,0
magia,(m-m.a-a.g-Z.i-i.a-a),40,1,0
rugido,(r-h.u-u.g-Z.i-i.d-d.o-u),40,1,0
tigela,(t-tC.i-i.g-Z.e-E.l-l.a-a),40,1,0
geladas,(g-Z.e-e.l-l.a-a.d-d.a-a.s-s),40,1,0
gelo,(g-Z.e-e.l-l.o-u),40,1,0
girino,(g-Z.i-i.r-r.i-i.n-n.o-u),40,1,0
gelado,(g-Z.e-e.l-l.a-a.d-d.o-u),40,1,0
região,(r-h.e-e.g-Z.i-i.ão-ãw),40,1,0
gibis,(g-Z.i-i.b-b.i-i.s-s),40,1,0
viagem,(v-v.i-i.a-a.g-Z.em-ē),40,1,0
girar,(g-Z.i-i.r-r.a-a.r-r),40,1,0
geladeira,(g-Z.e-e.l-l.a-a.d-d.ei-e.r-r.a-a),40,1,0
gelatina,(g-Z.e-e.l-l.a-a.t-tC.i-i.n-n.a-a),40,1,0
proteger,(p-p.r-r.o-o.t-t.e-e.g-Z.e-e.r-r),40,1,0
imaginei,(i-i.m-m.a-a.g-Z.i-i.n-n.ei-ej),40,1,0
relógio,(r-h.e-e.l-l.ó-O.g-Z.i-j.o-u),40,1,0
coragem,(c-k.o-o.r-r.a-a.g-Z.em-ē),40,1,0
imagem,(i-i.m-m.a-a.g-Z.em-ē),40,1,0
mágico,(m-m.á-a.g-Z.i-i.c-k.o-u),40,1,0
fugia,(f-f.u-u.g-Z.i-i.a-a),40,1,0
ovelha,(o-o.v-v.e-e.lh-Y.a-a),41,1,0
ilha,(i-i.lh-Y.a-a),41,1,0
milho,(m-m.i-i.lh-Y.o-u),41,1,0
folha,(f-f.o-o.lh-Y.a-a),41,1,0
vermelho,(v-v.e-e.r-r.m-m.e-E.lh-Y.o-u),41,1,0
filho,(f-f.i-i.lh-Y.o-u),41,1,0
coelho,(c-k.o-o.e-e.lh-Y.o-u),41,1,0
velho,(v-v.e-E.lh-Y.o-u),41,1,0
telhado,(t-t.e-e.lh-Y.a-a.d-d.o-u),41,1,0
olhei,(o-o.lh-Y.ei-ej),41,1,0
molhado,(m-m.o-o.lh-Y.a-a.d-d.o-u),41,1,0
abelha,(a-a.b-b.e-e.lh-Y.a-a),41,1,0
vermelha,(v-v.e-e.r-r.m-m.e-e.lh-Y.a-a),41,1,0
repolho,(r-h.e-e.p-p.o-o.lh-Y.o-u),41,1,0
bolha,(b-b.o-o.lh-Y.a-a),41,1,0
orvalho,(o-o.r-r.v-v.a-a.lh-Y.o-u),41,1,0
joelho,(j-Z.o-o.e-e.lh-Y.o-u),41,1,0
orelhas,(o-o.r-r.e-e.lh-Y.a-a.s-s),41,1,0
baralho,(b-b.a-a.r-r.a-a.lh-Y.o-u),41,1,0
colhe,(c-k.o-O.lh-Y.e-i),41,1,0
bilhete,(b-b.i-i.lh-Y.e-e.t-tC.e-i),41,1,0
olho,(o-o.lh-Y.o-u),41,1,0
alho,(a-a.lh-Y.o-u),41,1,0
palha,(p-p.a-a.lh-Y.a-a),41,1,0
galho,(g-g.a-a.lh-Y.o-u),41,1,0
filha,(f-f.i-i.lh-Y.a-a),41,1,0
molho,(m-m.o-O.lh-Y.o-u),41,1,0
julho,(j-Z.u-u.lh-Y.o-u),41,1,0
mulher,(m-m.u-u.lh-Y.e-E.r-r),41,1,0
orelha,(o-o.r-r.e-e.lh-Y.a-a),41,1,0
trilho,(t-t.r-r.i-i.lh-Y.o-u),41,1,0
toalha,(t-t.o-o.a-a.lh-Y.a-a),41,1,0
colher,(c-k.o-o.lh-Y.e-E.r-r),41,1,0
agulha,(a-a.g-g.u-u.lh-Y.a-a),41,1,0
molhar,(m-m.o-o.lh-Y.a-a.r-r),41,1,0
brilha,(b-b.r-r.i-i.lh-Y.a-a),41,1,0
espelho,(e-e.s-s.p-p.e-e.lh-Y.o-u),41,1,0
medalha,(m-m.e-e.d-d.a-a.lh-Y.a-a),41,1,0
batalha,(b-b.a-a.t-t.a-a.lh-Y.a-a),41,1,0
trabalho,(t-t.r-r.a-a.b-b.a-a.lh-Y.o-u),41,1,0
compartilha,(c-k.om-õ.p-p.a-a.r-r.t-tC.i-i.lh-Y.a-a),41,1,0
olhos,(o-O.lh-Y.o-u.s-s),41,1,0
melhor,(m-m.e-e.lh-Y.o-O.r-r),41,1,0
barulhos,(b-b.a-a.r-r.u-u.lh-Y.o-u.s-s),41,1,0
armadilhas,(a-a.r-r.m-m.a-a.d-dZ.i-i.lh-Y.a-a.s-s),41,1,0
lhe,(lh-Y.e-E),41,1,0
colhem,(c-k.o-O.lh-Y.em-ē),41,1,0
escolher,(e-e.s-s.c-k.o-o.lh-Y.e-e.r-r),41,1,0
escolhem,(e-e.s-s.c-k.o-O.lh-Y.em-ē),41,1,0
olhar,(o-o.lh-Y.a-a.r-r),41,1,0
escolhida,(e-e.s-s.c-k.o-o.lh-Y.i-i.d-d.a-a),41,1,0
melhorar,(m-m.e-e.lh-Y.o-o.r-r.a-a.r-r),41,1,0
filhotes,(f-f.i-i.lh-Y.o-O.t-tC.e-i.s-s),41,1,0
barulho,(b-b.a-a.r-r.u-u.lh-Y.o-u),41,1,0
coelhinho,(c-k.o-o.e-e.lh-Y.i-i.nh-N.o-u),41,1,0
molhada,(m-m.o-o.lh-Y.a-a.d-d.a-a),41,1,0
molhou,(m-m.o-o.lh-Y.ou-o),41,1,0
trabalhadora,(t-t.r-r.a-a.b-b.a-a.lh-Y.a-a.d-d.o-o.r-r.a-a),41,1,0
voando,(v-v.o-o.an-ã.d-d.o-u),42,1,0
quando,(qu-kw.an-ã.d-d.o-u),42,1,0
andou,(an-ã.d-d.ou-o),42,1,0
jogando,(j-Z.o-o.g-g.an-ã.d-d.o-u),42,1,0
andei,(an-ã.d-d.ei-ej),42,1,0
durante,(d-d.u-u.r-r.an-ã.t-tC.e-i),42,1,0
manga,(m-m.an-ã.g-g.a-a),42,1,0
laranja,(l-l.a-a.r-r.an-ã.j-Z.a-a),42,1,0
anta,(an-ã.t-t.a-a),42,1,0
jantou,(j-Z.an-ã.t-t.ou-o),42,1,0
estante,(e-e.s-s.t-t.an-ã.t-tC.e-i),42,1,0
cantar,(c-k.an-ã.t-t.a-a.r-r),42,1,0
falando,(f-f.a-a.l-l.an-ã.d-d.o-u),42,1,0
anda,(an-ã.d-d.a-a),42,1,0
cantou,(c-k.an-ã.t-t.ou-o),42,1,0
grandes,(g-g.r-r.an-ã.d-dZ.e-i.s-s),42,1,0
andar,(an-ã.d-d.a-a.r-r),42,1,0
quanto,(qu-kw.an-ã.t-t.o-u),42,1,0
branca,(b-b.r-r.an-ã.c-k.a-a),42,1,0
diante,(d-dZ.i-i.an-ã.t-tC.e-i),42,1,0
pipocando,(p-p.i-i.p-p.o-o.c-k.an-ã.d-d.o-u),42,1,0
tranquila,(t-t.r-r.an-ã.qu-kw.i-i.l-l.a-a),42,1,0
elefante,(e-e.l-l.e-e.f-f.an-ã.t-tC.e-i),42,1,0
melancia,(m-m.e-e.l-l.an-ã.c-s.i-i.a-a),42,1,0
espantou,(e-e.s-s.p-p.an-ã.t-t.ou-o),42,1,0
fernanda,(f-f.e-e.r-r.n-n.an-ã.d-d.a-a),42,1,0
roubando,(r-h.ou-ow.b-b.an-ã.d-d.o-u),42,1,0
morangos,(m-m.o-o.r-r.an-ã.g-g.o-u.s-s),42,1,0
brilhantes,(b-b.r-r.i-i.lh-Y.an-ã.t-tC.e-i.s-s),42,1,0
nadando,(n-n.a-a.d-d.an-ã.d-d.o-u),42,1,0
zangada,(z-z.an-ã.g-g.a-a.d-d.a-a),42,1,0
gigante,(g-Z.i-i.g-g.an-ã.t-tC.e-i),42,1,0
zangado,(z-z.an-ã.g-g.a-a.d-d.o-u),42,1,0
branco,(b-b.r-r.an-ã.c-k.o-u),42,1,0
plantas,(p-p.l-l.an-ã.t-t.a-a.s-s),42,1,0
canta,(c-k.an-ã.t-t.a-a),42,1,0
cantiga,(c-k.an-ã.t-tC.i-i.g-g.a-a),42,1,0
andaram,(an-ã.d-d.a-a.r-r.am-ãw),42,1,0
sandra,(s-s.an-ã.d-d.r-r.a-a),42,1,0
espanto,(e-e.s-s.p-p.an-ã.t-t.o-u),42,1,0
tanto,(t-t.an-ã.t-t.o-u),42,1,0
fundo,(f-f.un-ū.d-d.o-u),43,1,0
fungo,(f-f.un-ū.g-g.o-u),43,1,0
mundo,(m-m.un-ū.d-d.o-u),43,1,0
juntar,(j-Z.un-ū.t-t.a-a.r-r),43,1,0
imunda,(i-i.m-m.un-ū.d-d.a-a),43,1,0
juntos,(j-Z.un-ū.t-t.o-u.s-s),43,1,0
junto,(j-Z.un-ū.t-t.o-u),43,1,0
imundo,(i-i.m-m.un-ū.d-d.o-u),43,1,0
triunfo,(t-t.r-r.i-i.un-ū.f-f.o-u),43,1,0
uns,(un-ū.s-s),43,1,0
perguntei,(p-p.e-e.r-r.g-g.un-ū.t-t.ei-ej),43,1,0
perguntas,(p-p.e-e.r-r.g-g.un-ū.t-t.a-a.s-s),43,1,0
pergunta,(p-p.e-e.r-r.g-g.un-ū.t-t.a-a),43,1,0
afundou,(a-a.f-f.un-ū.d-d.ou-o),43,1,0
segunda,(s-s.e-e.g-g.un-ū.d-d.a-a),43,1,0
afundar,(a-a.f-f.un-ū.d-d.a-a.r-r),43,1,0
contém,(c-k.on-õ.t-t.ém-ē),44,1,0
longa,(l-l.on-õ.g-g.a-a),44,1,0
conta,(c-k.on-õ.t-t.a-a),44,1,0
ondas,(on-õ.d-d.a-a.s-s),44,1,0
onde,(on-õ.d-dZ.e-i),44,1,0
ontem,(on-õ.t-t.em-ē),44,1,0
montou,(m-m.on-õ.t-t.ou-o),44,1,0
onda,(on-õ.d-d.a-a),44,1,0
condor,(c-k.on-õ.d-d.o-o.r-r),44,1,0
lontra,(l-l.on-õ.t-t.r-r.a-a),44,1,0
contou,(c-k.on-õ.t-t.ou-o),44,1,0
roncar,(r-h.on-õ.c-k.a-a.r-r),44,1,0
ponta,(p-p.on-õ.t-t.a-a),44,1,0
tronco,(t-t.r-r.on-õ.c-k.o-u),44,1,0
sons,(s-s.on-õ.s-s),44,1,0
longe,(l-l.on-õ.g-Z.e-i),44,1,0
contra,(c-k.on-õ.t-t.r-r.a-a),44,1,0
responder,(r-h.e-e.s-s.p-p.on-õ.d-d.e-e.r-r),44,1,0
conservar,(c-k.on-õ.s-s.e-e.r-r.v-v.a-a.r-r),44,1,0
continuou,(c-k.on-õ.t-tC.i-i.n-n.u-u.ou-o),44,1,0
confiante,(c-k.on-õ.f-f.i-i.an-ã.t-tC.e-i),44,1,0
ondulado,(on-õ.d-d.u-u.l-l.a-a.d-d.o-u),44,1,0
esconder,(e-e.s-s.c-k.on-õ.d-d.e-e.r-r),44,1,0
concurso,(c-k.on-õ.c-k.u-u.r-r.s-s.o-u),44,1,0
concorda,(c-k.on-õ.c-k.o-O.r-r.d-d.a-a),44,1,0
escondem,(e-e.s-s.c-k.on-õ.d-d.em-ē),44,1,0
conselho,(c-k.on-õ.s-s.e-e.lh-Y.o-u),44,1,0
longo,(l-l.on-õ.g-g.o-u),44,1,0
escondeu,(e-e.s-s.c-k.on-õ.d-d.eu-ew),44,1,0
congelador,(c-k.on-õ.g-Z.e-e.l-l.a-a.d-d.o-o.r-r),44,1,0
monstro,(m-m.on-õ.s-s.t-t.r-r.o-u),44,1,0
pernilongo,(p-p.e-e.r-r.n-n.i-i.l-l.on-õ.g-g.o-u),44,1,0
esponja,(e-e.s-s.p-p.on-õ.j-Z.a-a),44,1,0
pontudo,(p-p.on-õ.t-t.u-u.d-d.o-u),44,1,0
aonde,(a-a.on-õ.d-dZ.e-i),44,1,0
lindo,(l-l.in-ī.d-d.o-u),45,1,0
pintei,(p-p.in-ī.t-t.ei-ej),45,1,0
ainda,(a-a.in-ī.d-d.a-a),45,1,0
cinco,(c-s.in-ī.c-k.o-u),45,1,0
patins,(p-p.a-a.t-t.in-ī.s-s),45,1,0
lindas,(l-l.in-ī.d-d.a-a.s-s),45,1,0
pintar,(p-p.in-ī.t-t.a-a.r-r),45,1,0
pintura,(p-p.in-ī.t-t.u-u.r-r.a-a),45,1,0
pintou,(p-p.in-ī.t-t.ou-o),45,1,0
brinca,(b-b.r-r.in-ī.c-k.a-a),45,1,0
brincar,(b-b.r-r.in-ī.c-k.a-a.r-r),45,1,0
inverno,(in-ī.v-v.e-E.r-r.n-n.o-u),45,1,0
inspirou,(in-ī.s-s.p-p.i-i.r-r.ou-o),45,1,0
insetos,(in-ī.s-s.e-E.t-t.o-u.s-s),45,1,0
brinquedo,(b-b.r-r.in-ī.qu-k.e-e.d-d.o-u),45,1,0
interior,(in-ī.t-t.e-e.r-r.i-i.o-o.r-r),45,1,0
brincamos,(b-b.r-r.in-ī.c-k.am-ã.o-u.s-s),45,1,0
infantil,(in-ī.f-f.an-ã.t-tC.i-i.l-w),45,1,0
injusto,(in-ī.j-Z.u-u.s-s.t-t.o-u),45,1,0
insistir,(in-ī.s-s.i-i.s-s.t-tC.i-i.r-r),45,1,0
lindos,(l-l.in-ī.d-d.o-u.s-s),45,1,0
linda,(l-l.in-ī.d-d.a-a),45,1,0
pau,(p-p.au-aw),46,1,0
aula,(au-aw.l-l.a-a),46,1,0
cauda,(c-k.au-aw.d-d.a-a),46,1,0
flauta,(f-f.l-l.au-aw.t-t.a-a),46,1,0
aurora,(au-aw.r-r.o-O.r-r.a-a),46,1,0
mau,(m-m.au-aw),46,1,0
jaula,(j-Z.au-aw.l-l.a-a),46,1,0
autor,(au-aw.t-t.o-o.r-r),46,1,0
cacaueiro,(c-k.a-a.c-k.au-aw.ei-e.r-r.o-u),46,1,0
mãe,(m-m.ãe-ãj),47,1,0
mães,(m-m.ãe-ãj.s-s),47,1,0
cães,(c-k.ãe-ãj.s-s),47,1,0
mamãe,(m-m.a-a.m-m.ãe-ãj),47,1,0
pães,(p-p.ãe-ãj.s-s),47,1,0
alemães,(a-a.l-l.e-e.m-m.ãe-ãj.s-s),47,1,0
capitães,(c-k.a-a.p-p.i-i.t-t.ãe-ãj.s-s),47,1,0
almoço,(a-a.l-w.m-m.o-o.ç-s.o-u),48,1,0
