ORTHO,GPMATCH,LESSON,READING,WRITING
commence,(c-k.o-O.mm-m.en-@.c-s.e-#),38,1,0
commencé,(c-k.o-O.mm-m.en-@.c-s.é-e),38,1,0
comment,(c-k.o-O.mm-m.en-@.t-#),29,1,0
commun,(c-k.o-O.mm-m.un-1),22,1,0
commune,(c-k.o-O.mm-m.u-y.n-n.e-#),22,1,0
compare,(c-k.om-§.p-p.a-a.r-R.e-#),42,1,0
complet,(c-k.om-§.p-p.l-l.et-E),48,1,0
complète,(c-k.om-§.p-p.l-l.è-E.t-t.e-#),42,1,0
compose,(c-k.om-§.p-p.o-o.s-z.e-#),45,1,0
composé,(c-k.om-§.p-p.o-o.s-z.é-e),45,1,0
comprend,(c-k.om-§.p-p.r-R.en-@.d-#),54,1,0
comprit,(c-k.om-§.p-p.r-R.i-i.t-#),42,1,0
comptant,(c-k.om-§.p-#.t-t.an-@.t-#),54,1,0
compter,(c-k.om-§.p-#.t-t.er-e),54,1,0
comptine,(c-k.om-§.p-#.t-t.i-i.n-n.e-#),54,1,0
concert,(c-k.on-§.c-s.e-E.r-R.t-#),38,1,0
concours,(c-k.on-§.c-k.ou-u.r-R.s-#),26,1,0
conduire,(c-k.on-§.d-d.u-8.i-i.r-R.e-#),26,1,0
conduit,(c-k.on-§.d-d.u-8.i-i.t-#),26,1,0
connaît,(c-k.o-O.nn-n.aî-E.t-#),33,1,0
connu,(c-k.o-O.nn-n.u-y),22,1,0
conseil,(c-k.on-§.s-s.e-E.il-j),59,1,0
consigne,(c-k.on-§.s-s.i-i.gn-N.e-#),52,1,0
consonne,(c-k.on-§.s-s.o-O.nn-n.e-#),26,1,0
construire,(c-k.on-§.s-s.t-t.r-R.u-8.i-i.r-R.e-#),26,1,0
consulte,(c-k.on-§.s-s.u-y.l-l.t-t.e-#),26,1,0
contact,(c-k.on-§.t-t.a-a.c-k.t-t),26,1,0
conte,(c-k.on-§.t-t.e-#),26,1,0
content,(c-k.on-§.t-t.ent-#),49,1,0
contente,(c-k.on-§.t-t.en-@.t-t.e-#),29,1,0
contenu,(c-k.on-§.t-t.e-#.n-n.u-y),26,1,0
contexte,(c-k.on-§.t-t.e-E.x-ks.t-t.e-#),51,1,0
contient,(c-k.on-§.t-t.ien-j5.t-#),47,1,0
continua,(c-k.on-§.t-t.i-i.n-n.u-8.a-a),26,1,0
continue,(c-k.on-§.t-t.i-i.n-n.u-y.e-#),26,1,0
contre,(c-k.on-§.t-t.r-R.e-%),26,1,0
contrôle,(c-k.on-§.t-t.r-R.ô-o.l-l.e-#),26,1,0
convenir,(c-k.on-§.v-v.e-#.n-n.i-i.r-R),26,1,0
convient,(c-k.on-§.v-v.ien-j5.t-#),47,1,0
copain,(c-k.o-O.p-p.ain-5),34,1,0
copie,(c-k.o-O.p-p.i-i.e-#),22,1,0
coq,(c-k.o-O.q-k),27,1,0
coquille,(c-k.o-O.qu-k.ill-ij.e-#),54,1,0
corbeau,(c-k.o-O.r-R.b-b.eau-o),49,1,0
corde,(c-k.o-O.r-R.d-d.e-#),22,1,0
corps,(c-k.o-O.r-R.p-#.s-#),54,1,0
costume,(c-k.o-O.s-s.t-t.u-y.m-m.e-#),22,1,0
côte,(c-k.ô-o.t-t.e-#),22,1,0
côté,(c-k.ô-o.t-t.é-e),22,1,0
coton,(c-k.o-O.t-t.on-§),26,1,0
cou,(c-k.ou-u),22,1,0
couche,(c-k.ou-u.ch-S.e-#),22,1,0
couché,(c-k.ou-u.ch-S.é-e),22,1,0
coucher,(c-k.ou-u.ch-S.er-e),46,1,0
coucou,(c-k.ou-u.c-k.ou-u),22,1,0
coude,(c-k.ou-u.d-d.e-#),22,1,0
coudre,(c-k.ou-u.d-d.r-R.e-%),22,1,0
coule,(c-k.ou-u.l-l.e-#),22,1,0
couler,(c-k.ou-u.l-l.er-e),46,1,0
couleur,(c-k.ou-u.l-l.eu-9.r-R),39,1,0
couloir,(c-k.ou-u.l-l.oi-wa.r-R),22,1,0
coupe,(c-k.ou-u.p-p.e-#),22,1,0
coupé,(c-k.ou-u.p-p.é-e),22,1,0
couper,(c-k.ou-u.p-p.er-e),46,1,0
couple,(c-k.ou-u.p-p.l-l.e-%),22,1,0
cour,(c-k.ou-u.r-R),22,1,0
courage,(c-k.ou-u.r-R.a-a.g-Z.e-#),44,1,0
courant,(c-k.ou-u.r-R.an-@.t-#),30,1,0
coureur,(c-k.ou-u.r-R.eu-9.r-R),39,1,0
courir,(c-k.ou-u.r-R.i-i.r-R),22,1,0
couronne,(c-k.ou-u.r-R.o-O.nn-n.e-#),22,1,0
courrier,(c-k.ou-u.rr-R.i-j.er-e),46,1,0
course,(c-k.ou-u.r-R.s-s.e-#),22,1,0
courte,(c-k.ou-u.r-R.t-t.e-#),22,1,0
couru,(c-k.ou-u.r-R.u-y),22,1,0
cousin,(c-k.ou-u.s-z.in-5),45,1,0
cousine,(c-k.ou-u.s-z.i-i.n-n.e-#),45,1,0
coussin,(c-k.ou-u.ss-s.in-5),34,1,0
coûte,(c-k.oû-u.t-t.e-#),22,1,0
couteau,(c-k.ou-u.t-t.eau-o),49,1,0
couvert,(c-k.ou-u.v-v.e-E.r-R.t-#),37,1,0
couverture,(c-k.ou-u.v-v.e-E.r-R.t-t.u-y.r-R.e-#),37,1,0
couvrir,(c-k.ou-u.v-v.r-R.i-i.r-R),22,1,0
crabe,(c-k.r-R.a-a.b-b.e-#),24,1,0
crainte,(c-k.r-R.ain-5.t-t.e-#),34,1,0
crâne,(c-k.r-R.â-a.n-n.e-#),22,1,0
crapaud,(c-k.r-R.a-a.p-p.au-o.d-#),54,1,0
crayon,(c-k.r-R.ay-Ej.on-§),58,1,0
créer,(c-k.r-R.é-e.er-e),46,1,0
crème,(c-k.r-R.è-E.m-m.e-#),23,1,0
creuser,(c-k.r-R.eu-2.s-z.er-e),46,1,0
creux,(c-k.r-R.eu-2.x-#),39,1,0
cri,(c-k.r-R.i-i),22,1,0
cria,(c-k.r-R.i-ij.a-a),22,1,0
criant,(c-k.r-R.i-ij.an-@.t-#),30,1,0
crié,(c-k.r-R.i-ij.é-e),22,1,0
crier,(c-k.r-R.i-ij.er-e),46,1,0
crinière,(c-k.r-R.i-i.n-n.i-j.è-E.r-R.e-#),23,1,0
crocodile,(c-k.r-R.o-O.c-k.o-O.d-d.i-i.l-l.e-#),22,1,0
croire,(c-k.r-R.oi-wa.r-R.e-#),22,1,0
croquis,(c-k.r-R.o-O.qu-k.i-i.s-#),27,1,0
croyez,(c-k.r-R.oy-waj.ez-e),58,1,0
cru,(c-k.r-R.u-y),22,1,0
cuillère,(c-k.u-8.ill-ij.è-E.r-R.e-#),54,1,0
cuir,(c-k.u-8.i-i.r-R),22,1,0
cuisine,(c-k.u-8.i-i.s-z.i-i.n-n.e-#),45,1,0
cuisiner,(c-k.u-8.i-i.s-z.i-i.n-n.er-e),46,1,0
cuit,(c-k.u-8.i-i.t-#),22,1,0
cuivre,(c-k.u-8.i-i.v-v.r-R.e-%),22,1,0
culotte,(c-k.u-y.l-l.o-O.tt-t.e-#),22,1,0
curieuse,(c-k.u-y.r-R.i-j.eu-2.s-z.e-#),45,1,0
curieux,(c-k.u-y.r-R.i-j.eu-2.x-#),39,1,0
dame,(d-d.a-a.m-m.e-#),18,1,0
danger,(d-d.an-@.g-Z.er-e),46,1,0
dans,(d-d.an-@.s-#),30,1,0
danse,(d-d.an-@.s-s.e-#),30,1,0
danser,(d-d.an-@.s-s.er-e),46,1,0
date,(d-d.a-a.t-t.e-#),19,1,0
dauphin,(d-d.au-o.in-5),34,1,0
de,(d-d.e-%),18,1,0
dé,(d-d.é-e),18,1,0
debout,(d-d.e-%.b-b.ou-u.t-#),24,1,0
début,(d-d.é-e.b-b.u-y.t-#),24,1,0
décembre,(d-d.é-e.c-s.em-@.b-b.r-R.e-%),40,1,0
décida,(d-d.é-e.c-s.i-i.d-d.a-a),38,1,0
décide,(d-d.é-e.c-s.i-i.d-d.e-#),38,1,0
décidé,(d-d.é-e.c-s.i-i.d-d.é-e),38,1,0
décider,(d-d.é-e.c-s.i-i.d-d.er-e),46,1,0
décision,(d-d.é-e.c-s.i-i.s-z.i-j.on-§),45,1,0
déclara,(d-d.é-e.c-k.l-l.a-a.r-R.a-a),22,1,0
décor,(d-d.é-e.c-k.o-O.r-R),22,1,0
décorer,(d-d.é-e.c-k.o-O.r-R.er-e),46,1,0
découpe,(d-d.é-e.c-k.ou-u.p-p.e-#),22,1,0
découper,(d-d.é-e.c-k.ou-u.p-p.er-e),46,1,0
découvre,(d-d.é-e.c-k.ou-u.v-v.r-R.e-%),22,1,0
décrire,(d-d.é-e.c-k.r-R.i-i.r-R.e-#),22,1,0
dedans,(d-d.e-%.d-d.an-@.s-#),30,1,0
défaut,(d-d.é-e.f-f.au-o.t-#),31,1,0
défendre,(d-d.é-e.f-f.en-@.d-d.r-R.e-%),29,1,0
défense,(d-d.é-e.f-f.en-@.s-s.e-#),29,1,0
défilé,(d-d.é-e.f-f.i-i.l-l.é-e),18,1,0
défini,(d-d.é-e.f-f.i-i.n-n.i-i),18,1,0
déjà,(d-d.é-e.j-Z.à-a),18,1,0
déjeuner,(d-d.é-e.j-Z.eu-9.n-n.er-e),46,1,0
demain,(d-d.e-%.m-m.ain-5),34,1,0
demanda,(d-d.e-%.m-m.an-@.d-d.a-a),30,1,0
demande,(d-d.e-%.m-m.an-@.d-d.e-#),30,1,0
demandé,(d-d.e-%.m-m.an-@.d-d.é-e),30,1,0
demander,(d-d.e-%.m-m.an-@.d-d.er-e),46,1,0
demeure,(d-d.e-%.m-m.eu-9.r-R.e-#),39,1,0
demi,(d-d.e-%.m-m.i-i),18,1,0
dent,(d-d.en-@.t-#),29,1,0
dentiste,(d-d.en-@.t-t.i-i.s-s.t-t.e-#),29,1,0
départ,(d-d.é-e.p-p.a-a.r-R.t-#),20,1,0
déplace,(d-d.é-e.p-p.l-l.a-a.c-s.e-#),38,1,0
déplacer,(d-d.é-e.p-p.l-l.a-a.c-s.er-e),46,1,0
depuis,(d-d.e-%.p-p.u-8.i-i.s-#),20,1,0
déranger,(d-d.é-e.r-R.an-@.g-Z.er-e),46,1,0
dernier,(d-d.e-E.r-R.n-n.i-j.er-e),46,1,0
dernière,(d-d.e-E.r-R.n-n.i-j.è-E.r-R.e-#),37,1,0
déroule,(d-d.é-e.r-R.ou-u.l-l.e-#),18,1,0
derrière,(d-d.e-E.rr-R.i-j.è-E.r-R.e-#),37,1,0
des,(d-d.es-E),28,1,0
désert,(d-d.é-e.s-z.e-E.r-R.t-#),45,1,0
désigne,(d-d.é-e.s-z.i-i.gn-N.e-#),52,1,0
désir,(d-d.é-e.s-z.i-i.r-R),45,1,0
désordre,(d-d.é-e.s-z.o-O.r-R.d-d.r-R.e-%),45,1,0
dessert,(d-d.e-e.ss-s.e-E.r-R.t-#),37,1,0
dessin,(d-d.e-e.ss-s.in-5),37,1,0
dessine,(d-d.e-e.ss-s.i-i.n-n.e-#),37,1,0
dessiné,(d-d.e-e.ss-s.i-i.n-n.é-e),37,1,0
dessiner,(d-d.e-e.ss-s.i-i.n-n.er-e),46,1,0
dessous,(d-d.e-%.ss-s.ou-u.s-#),18,1,0
dessus,(d-d.e-%.ss-s.u-y.s-#),18,1,0
détail,(d-d.é-e.t-t.a-a.il-j),59,1,0
deux,(d-d.eu-2.x-#),39,1,0
devant,(d-d.e-%.v-v.an-@.t-#),30,1,0
devenir,(d-d.e-%.v-v.e-#.n-n.i-i.r-R),18,1,0
devenu,(d-d.e-%.v-v.e-#.n-n.u-y),18,1,0
devez,(d-d.e-%.v-v.ez-e),53,1,0
devient,(d-d.e-%.v-v.ien-j5.t-#),47,1,0
devine,(d-d.e-%.v-v.i-i.n-n.e-#),18,1,0
deviné,(d-d.e-%.v-v.i-i.n-n.é-e),18,1,0
deviner,(d-d.e-%.v-v.i-i.n-n.er-e),46,1,0
devint,(d-d.e-%.v-v.in-5.t-#),34,1,0
devoir,(d-d.e-%.v-v.oi-wa.r-R),21,1,0
dévorer,(d-d.é-e.v-v.o-O.r-R.er-e),46,1,0
dimanche,(d-d.i-i.m-m.an-@.ch-S.e-#),30,1,0
dinde,(d-d.in-5.d-d.e-#),34,1,0
dîner,(d-d.î-i.n-n.er-e),46,1,0
dinosaure,(d-d.i-i.n-n.o-o.s-z.au-O.r-R.e-#),45,1,0
dire,(d-d.i-i.r-R.e-#),18,1,0
direct,(d-d.i-i.r-R.e-E.c-k.t-t),37,1,0
dirige,(d-d.i-i.r-R.i-i.g-Z.e-#),44,1,0
diriger,(d-d.i-i.r-R.i-i.g-Z.er-e),46,1,0
disant,(d-d.i-i.s-z.an-@.t-#),45,1,0
discours,(d-d.i-i.s-s.c-k.ou-u.r-R.s-#),22,1,0
discuter,(d-d.i-i.s-s.c-k.u-y.t-t.er-e),46,1,0
disparu,(d-d.i-i.s-s.p-p.a-a.r-R.u-y),20,1,0
disque,(d-d.i-i.s-s.qu-k.e-#),27,1,0
distance,(d-d.i-i.s-s.t-t.an-@.c-s.e-#),38,1,0
dit,(d-d.i-i.t-#),18,1,0
divers,(d-d.i-i.v-v.e-E.r-R.s-#),37,1,0
dizaine,(d-d.i-i.z-z.ai-E.n-n.e-#),35,1,0
docteur,(d-d.o-O.c-k.t-t.eu-9.r-R),39,1,0
document,(d-d.o-O.c-k.u-y.m-m.en-@.t-#),29,1,0
doigt,(d-d.oi-wa.g-#.t-#),54,1,0
doit,(d-d.oi-wa.t-#),21,1,0
dommage,(d-d.o-O.mm-m.a-a.g-Z.e-#),44,1,0
donc,(d-d.on-§.c-k),26,1,0
donna,(d-d.o-O.nn-n.a-a),18,1,0
donnant,(d-d.o-O.nn-n.an-@.t-#),30,1,0
donne,(d-d.o-O.nn-n.e-#),18,1,0
donné,(d-d.o-O.nn-n.é-e),18,1,0
donner,(d-d.o-O.nn-n.er-e),46,1,0
donnera,(d-d.o-O.nn-n.e-#.r-R.a-a),18,1,0
donnez,(d-d.o-O.nn-n.ez-e),53,1,0
dont,(d-d.on-§.t-#),26,1,0
doré,(d-d.o-O.r-R.é-e),18,1,0
dormir,(d-d.o-O.r-R.m-m.i-i.r-R),18,1,0
dort,(d-d.o-O.r-R.t-#),18,1,0
dos,(d-d.o-o.s-#),18,1,0
double,(d-d.ou-u.b-b.l-l.e-%),24,1,0
douce,(d-d.ou-u.c-s.e-#),38,1,0
douceur,(d-d.ou-u.c-s.eu-9.r-R),39,1,0
douche,(d-d.ou-u.ch-S.e-#),18,1,0
douleur,(d-d.ou-u.l-l.eu-9.r-R),39,1,0
doute,(d-d.ou-u.t-t.e-#),19,1,0
doux,(d-d.ou-u.x-#),18,1,0
douzaine,(d-d.ou-u.z-z.ai-E.n-n.e-#),35,1,0
douze,(d-d.ou-u.z-z.e-#),35,1,0
dragon,(d-d.r-R.a-a.g-g.on-§),26,1,0
drap,(d-d.r-R.a-a.p-#),54,1,0
drapeau,(d-d.r-R.a-a.p-p.eau-o),49,1,0
dresse,(d-d.r-R.e-E.ss-s.e-#),37,1,0
droit,(d-d.r-R.oi-wa.t-#),21,1,0
droite,(d-d.r-R.oi-wa.t-t.e-#),21,1,0
drôle,(d-d.r-R.ô-o.l-l.e-#),18,1,0
du,(d-d.u-y),18,1,0
dur,(d-d.u-y.r-R),18,1,0
durant,(d-d.u-y.r-R.an-@.t-#),30,1,0
eau,(eau-o),49,1,0
échappe,(é-e.ch-S.a-a.pp-p.e-#),20,1,0
échappé,(é-e.ch-S.a-a.pp-p.é-e),20,1,0
échapper,(é-e.ch-S.a-a.pp-p.er-e),46,1,0
écharpe,(é-e.ch-S.a-a.r-R.p-p.e-#),20,1,0
échelle,(é-e.ch-S.e-E.ll-l.e-#),37,1,0
éclair,(é-e.c-k.l-l.ai-E.r-R),33,1,0
éclat,(é-e.c-k.l-l.a-a.t-#),22,1,0
éclate,(é-e.c-k.l-l.a-a.t-t.e-#),22,1,0
éclater,(é-e.c-k.l-l.a-a.t-t.er-e),46,1,0
école,(é-e.c-k.o-O.l-l.e-#),22,1,0
écorce,(é-e.c-k.o-O.r-R.c-s.e-#),38,1,0
écoute,(é-e.c-k.ou-u.t-t.e-#),22,1,0
écouter,(é-e.c-k.ou-u.t-t.er-e),46,1,0
écoutez,(é-e.c-k.ou-u.t-t.ez-e),53,1,0
écran,(é-e.c-k.r-R.an-@),30,1,0
écria,(é-e.c-k.r-R.i-ij.a-a),22,1,0
écrire,(é-e.c-k.r-R.i-i.r-R.e-#),22,1,0
écrit,(é-e.c-k.r-R.i-i.t-#),22,1,0
écrite,(é-e.c-k.r-R.i-i.t-t.e-#),22,1,0
écriture,(é-e.c-k.r-R.i-i.t-t.u-y.r-R.e-#),22,1,0
écume,(é-e.c-k.u-y.m-m.e-#),22,1,0
écureuil,(é-e.c-k.u-y.r-R.eu-9.il-j),59,1,0
écurie,(é-e.c-k.u-y.r-R.i-i.e-#),22,1,0
effet,(e-e.ff-f.et-E),48,1,0
effort,(e-e.ff-f.o-O.r-R.t-#),37,1,0
église,(é-e.g-g.l-l.i-i.s-z.e-#),45,1,0
élan,(é-e.l-l.an-@),30,1,0
élément,(é-e.l-l.é-e.m-m.en-@.t-#),29,1,0
éléphant,(é-e.l-l.é-e.an-@.t-#),30,1,0
élève,(é-e.l-l.è-E.v-v.e-#),23,1,0
elle,(e-E.ll-l.e-#),37,1,0
éloigne,(é-e.l-l.oi-wa.gn-N.e-#),52,1,0
embrasse,(em-@.b-b.r-R.a-a.ss-s.e-#),40,1,0
émission,(é-e.m-m.i-i.ss-s.i-j.on-§),26,1,0
emmène,(em-@.m-m.è-E.n-n.e-#),40,1,0
emmener,(em-@.m-m.e-#.n-n.er-e),46,1,0
émotion,(é-e.m-m.o-o.t-s.i-j.on-§),56,1,0
empêche,(em-@.p-p.ê-E.ch-S.e-#),40,1,0
empêcher,(em-@.p-p.ê-E.ch-S.er-e),46,1,0
empereur,(em-@.p-p.e-#.r-R.eu-9.r-R),40,1,0
emploi,(em-@.p-p.l-l.oi-wa),40,1,0
employé,(em-@.p-p.l-l.oy-waj.é-e),58,1,0
employer,(em-@.p-p.l-l.oy-waj.er-e),58,1,0
emporte,(em-@.p-p.o-O.r-R.t-t.e-#),40,1,0
emporté,(em-@.p-p.o-O.r-R.t-t.é-e),40,1,0
emporter,(em-@.p-p.o-O.r-R.t-t.er-e),46,1,0
en,(en-@),29,1,0
encadre,(en-@.c-k.a-a.d-d.r-R.e-%),29,1,0
encore,(en-@.c-k.o-O.r-R.e-#),29,1,0
encre,(en-@.c-k.r-R.e-%),29,1,0
endormi,(en-@.d-d.o-O.r-R.m-m.i-i),29,1,0
endormir,(en-@.d-d.o-O.r-R.m-m.i-i.r-R),29,1,0
endort,(en-@.d-d.o-O.r-R.t-#),29,1,0
endroit,(en-@.d-d.r-R.oi-wa.t-#),29,1,0
énergie,(é-e.n-n.e-E.r-R.g-Z.i-i.e-#),44,1,0
enfance,(en-@.f-f.an-@.c-s.e-#),38,1,0
enfant,(en-@.f-f.an-@.t-#),30,1,0
enfin,(en-@.f-f.in-5),34,1,0
enfuir,(en-@.f-f.u-8.i-i.r-R),29,1,0
enlève,(en-@.l-l.è-E.v-v.e-#),29,1,0
enlever,(en-@.l-l.e-#.v-v.er-e),46,1,0
ennemi,(e-E.nn-n.e-#.m-m.i-i),37,1,0
ennuie,(en-@.n-n.u-8.i-i.e-#),29,1,0
énorme,(é-e.n-n.o-O.r-R.m-m.e-#),13,1,0
enquête,(en-@.qu-k.ê-E.t-t.e-#),29,1,0
ensemble,(en-@.s-s.em-@.b-b.l-l.e-%),40,1,0
ensuite,(en-@.s-s.u-8.i-i.t-t.e-#),29,1,0
entend,(en-@.t-t.en-@.d-#),54,1,0
entendit,(en-@.t-t.en-@.d-d.i-i.t-#),29,1,0
entendre,(en-@.t-t.en-@.d-d.r-R.e-%),29,1,0
entendu,(en-@.t-t.en-@.d-d.u-y),29,1,0
entier,(en-@.t-t.i-j.er-e),46,1,0
entière,(en-@.t-t.i-j.è-E.r-R.e-#),29,1,0
entoure,(en-@.t-t.ou-u.r-R.e-#),29,1,0
entra,(en-@.t-t.r-R.a-a),29,1,0
entraîne,(en-@.t-t.r-R.aî-E.n-n.e-#),33,1,0
entre,(en-@.t-t.r-R.e-%),29,1,0
entré,(en-@.t-t.r-R.é-e),29,1,0
entrer,(en-@.t-t.r-R.er-e),46,1,0
entrez,(en-@.t-t.r-R.ez-e),53,1,0
envers,(en-@.v-v.e-E.r-R.s-#),37,1,0
envie,(en-@.v-v.i-i.e-#),29,1,0
environ,(en-@.v-v.i-i.r-R.on-§),29,1,0
envoie,(en-@.v-v.oi-wa.e-#),29,1,0
envole,(en-@.v-v.o-O.l-l.e-#),29,1,0
envoler,(en-@.v-v.o-O.l-l.er-e),46,1,0
envoyer,(en-@.v-v.oy-waj.er-e),58,1,0
épaisse,(é-e.p-p.ai-E.ss-s.e-#),33,1,0
épaule,(é-e.p-p.au-o.l-l.e-#),31,1,0
épée,(é-e.p-p.é-e.e-#),20,1,0
époque,(é-e.p-p.o-O.qu-k.e-#),27,1,0
épreuve,(é-e.p-p.r-R.eu-9.v-v.e-#),39,1,0
équipage,(é-e.qu-k.i-i.p-p.a-a.g-Z.e-#),44,1,0
équipe,(é-e.qu-k.i-i.p-p.e-#),27,1,0
erreur,(e-E.rr-R.eu-9.r-R),39,1,0
escalier,(e-E.s-s.c-k.a-a.l-l.i-j.er-e),46,1,0
escargot,(e-E.s-s.c-k.a-a.r-R.g-g.o-o.t-#),37,1,0
espace,(e-E.s-s.p-p.a-a.c-s.e-#),38,1,0
espèce,(e-E.s-s.p-p.è-E.c-s.e-#),38,1,0
espère,(e-E.s-s.p-p.è-E.r-R.e-#),37,1,0
espoir,(e-E.s-s.p-p.oi-wa.r-R),37,1,0
esprit,(e-E.s-s.p-p.r-R.i-i.t-#),37,1,0
essai,(e-e.ss-s.ai-E),37,1,0
essaya,(e-e.ss-s.ay-Ej.a-a),58,1,0
essayant,(e-e.ss-s.ay-Ej.an-@.t-#),58,1,0
essayé,(e-e.ss-s.ay-Ej.é-e),58,1,0
essayer,(e-e.ss-s.ay-Ej.er-e),58,1,0
essence,(e-e.ss-s.en-@.c-s.e-#),38,1,0
est,(est-E),28,1,0
estomac,(e-E.s-s.t-t.o-O.m-m.a-a.c-#),54,1,0
et,(et-e),48,1,0
étable,(é-e.t-t.a-a.b-b.l-l.e-%),24,1,0
étage,(é-e.t-t.a-a.g-Z.e-#),44,1,0
étagère,(é-e.t-t.a-a.g-Z.è-E.r-R.e-#),44,1,0
étang,(é-e.t-t.an-@.g-#),54,1,0
étape,(é-e.t-t.a-a.p-p.e-#),20,1,0
état,(é-e.t-t.a-a.t-#),19,1,0
été,(é-e.t-t.é-e),19,1,0
éteindre,(é-e.t-t.ein-5.d-d.r-R.e-%),34,1,0
éteint,(é-e.t-t.ein-5.t-#),34,1,0
étendue,(é-e.t-t.en-@.d-d.u-y.e-#),29,1,0
étoffe,(é-e.t-t.o-O.ff-f.e-#),19,1,0
étoile,(é-e.t-t.oi-wa.l-l.e-#),21,1,0
étonné,(é-e.t-t.o-O.nn-n.é-e),19,1,0
étrange,(é-e.t-t.r-R.an-@.g-Z.e-#),44,1,0
être,(ê-E.t-t.r-R.e-%),23,1,0
étroit,(é-e.t-t.r-R.oi-wa.t-#),21,1,0
étude,(é-e.t-t.u-y.d-d.e-#),19,1,0
eu,(eu-y),39,1,0
éviter,(é-e.v-v.i-i.t-t.er-e),46,1,0
exclama,(e-E.x-ks.c-k.l-l.a-a.m-m.a-a),51,1,0
expliqua,(e-E.x-ks.p-p.l-l.i-i.qu-k.a-a),51,1,0
explique,(e-E.x-ks.p-p.l-l.i-i.qu-k.e-#),51,1,0
expliqué,(e-E.x-ks.p-p.l-l.i-i.qu-k.é-e),51,1,0
exploit,(e-E.x-ks.p-p.l-l.oi-wa.t-#),51,1,0
exprime,(e-E.x-ks.p-p.r-R.i-i.m-m.e-#),51,1,0
exprimer,(e-E.x-ks.p-p.r-R.i-i.m-m.er-e),51,1,0
extrait,(e-E.x-ks.t-t.r-R.ai-E.t-#),51,1,0
fabrique,(f-f.a-a.b-b.r-R.i-i.qu-k.e-#),27,1,0
fabriqué,(f-f.a-a.b-b.r-R.i-i.qu-k.é-e),27,1,0
face,(f-f.a-a.c-s.e-#),38,1,0
facile,(f-f.a-a.c-s.i-i.l-l.e-#),38,1,0
façon,(f-f.a-a.ç-s.on-§),38,1,0
facteur,(f-f.a-a.c-k.t-t.eu-9.r-R),39,1,0
faible,(f-f.ai-E.b-b.l-l.e-%),33,1,0
faire,(f-f.ai-E.r-R.e-#),33,1,0
fait,(f-f.ai-E.t-#),33,1,0
fallu,(f-f.a-a.ll-l.u-y),15,1,0
fameux,(f-f.a-a.m-m.eu-2.x-#),39,1,0
famille,(f-f.a-a.m-m.ill-ij.e-#),54,1,0
fantôme,(f-f.an-@.t-t.ô-o.m-m.e-#),30,1,0
farce,(f-f.a-a.r-R.c-s.e-#),38,1,0
farine,(f-f.a-a.r-R.i-i.n-n.e-#),15,1,0
fasse,(f-f.a-a.ss-s.e-#),15,1,0
fatigue,(f-f.a-a.t-t.i-i.gu-g.e-#),25,1,0
fatigué,(f-f.a-a.t-t.i-i.gu-g.é-e),25,1,0
faudra,(f-f.au-o.d-d.r-R.a-a),31,1,0
faute,(f-f.au-o.t-t.e-#),31,1,0
fauteuil,(f-f.au-o.t-t.eu-9.il-j),59,1,0
fauve,(f-f.au-o.v-v.e-#),31,1,0
faux,(f-f.au-o.x-#),31,1,0
fée,(f-f.é-e.e-#),15,1,0
femelle,(f-f.e-%.m-m.e-E.ll-l.e-#),37,1,0
féminin,(f-f.é-e.m-m.i-i.n-n.in-5),34,1,0
fenêtre,(f-f.e-%.n-n.ê-E.t-t.r-R.e-%),23,1,0
fer,(f-f.e-E.r-R),37,1,0
fera,(f-f.e-#.r-R.a-a),15,1,0
ferme,(f-f.e-E.r-R.m-m.e-#),37,1,0
fermé,(f-f.e-E.r-R.m-m.é-e),37,1,0
fermer,(f-f.e-E.r-R.m-m.er-e),46,1,0
fermier,(f-f.e-E.r-R.m-m.i-j.er-e),46,1,0
fermière,(f-f.e-E.r-R.m-m.i-j.è-E.r-R.e-#),37,1,0
féroce,(f-f.é-e.r-R.o-O.c-s.e-#),38,1,0
fête,(f-f.ê-E.t-t.e-#),23,1,0
feu,(f-f.eu-2),39,1,0
feuille,(f-f.eu-9.e-#),39,1,0
feutre,(f-f.eu-2.t-t.r-R.e-%),39,1,0
février,(f-f.é-e.v-v.r-R.i-ij.er-e),46,1,0
ficelle,(f-f.i-i.c-s.e-E.ll-l.e-#),38,1,0
fiche,(f-f.i-i.ch-S.e-#),16,1,0
fier,(f-f.i-j.er-e),46,1,0
fièvre,(f-f.i-j.è-E.v-v.r-R.e-%),23,1,0
figure,(f-f.i-i.g-g.u-y.r-R.e-#),25,1,0
figuré,(f-f.i-i.g-g.u-y.r-R.é-e),25,1,0
fil,(f-f.i-i.l-l),15,1,0
filet,(f-f.i-i.l-l.et-E),48,1,0
fille,(f-f.ill-ij.e-#),54,1,0
fillette,(f-f.ill-ij.e-E.tt-t.e-#),54,1,0
film,(f-f.i-i.l-l.m-m),15,1,0
fils,(f-f.i-i.l-#.s-s),54,1,0
fin,(f-f.in-5),34,1,0
finale,(f-f.i-i.n-n.a-a.l-l.e-#),15,1,0
fine,(f-f.i-i.n-n.e-#),15,1,0
fini,(f-f.i-i.n-n.i-i),15,1,0
finir,(f-f.i-i.n-n.i-i.r-R),15,1,0
fixer,(f-f.i-i.x-ks.er-e),51,1,0
flacon,(f-f.l-l.a-a.c-k.on-§),26,1,0
flamme,(f-f.l-l.a-a.mm-m.e-#),15,1,0
